Country Name,Country Code,Series Name,Series Code,1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
France,FRA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,3.95616033404735,4.03637490979405,0.712149709247285,1.35427153040651,-4.13674373232838,0.774066587160902,3.05239355178529,-0.328624584459945,0.998816111331706,3.97042616335975,3.80267689957081,5.28560205608038,2.42439281717826,0.451407216298307,1.15130967517263,2.34412937306017,1.31315516683163,1.91834983141305,2.6438057660806,-2.94646764133404,-5.95800608821794,0.468514131917175,1.37609552323154,-0.975949074249186,0.665773923509079,-0.428811332080286,0.143314266478399,-0.0582338503020452,1.37029390467298,1.84610501593583
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,9.58447742,9.7056284,10.02218628,10.08283424,10.16429329,10.2148447,10.38566494,10.31564426,10.50084686,11.28756237,11.22560215,11.18497562,11.29740047,11.40466881,11.53414917,11.44077206,11.48530769,11.35755825,11.21255589
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.3487804878049,76.6,76.8487804878049,77.1,77.3,77.6487804878049,77.7512195121951,77.9536585365854,78.3048780487805,78.6048780487805,78.7560975609756,79.0560975609756,79.1585365853659,79.2609756097561,79.1146341463415,80.1634146341463,80.1634146341463,80.8121951219512,81.1121951219512,81.2146341463415,81.4146341463415,81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.719512195122,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976
France,FRA,Population growth (annual %),SP.POP.GROW,0.509604918780753,0.480817154251958,0.879707182999065,0.498037271076005,0.434438546950065,0.373912429696602,0.363543327562364,0.356871556292957,0.35649796330582,0.370907432047304,0.516384251921851,0.686782586857032,0.729430789508821,0.728746206873967,0.710448089652969,0.735098067563242,0.749918325024531,0.693706612114177,0.616493932446319,0.557563757631959,0.513102876178491,0.492821125690305,0.482694781758347,0.483953489768883,0.516539661307546,0.46824634207038,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.45639991760254,4.51393985748291,4.84130001068115,4.73539018630981,5.42959022521973,5.62643003463745,5.79072999954224,5.75672006607056,..,5.68792009353638,..,5.60021924972534,5.61780023574829,5.78097534179688,5.76206302642822,5.54923391342163,5.47005081176758,5.47531032562256,5.30452871322632,5.40407991409302,5.73407077789307,5.65859603881836,5.48298311233521,5.45646715164185,5.50037813186646,5.51206302642822,5.46424007415771,5.41906976699829,5.45160007476807,5.40716981887817
France,FRA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,181685851367.618,220788607417.249,217717028634.201,223990127564.386,190559301735.497,217651248732.264,259192459649.416,259050856526.745,252787706849.041,270882074435.027,274085156059.965,292717395729.507,286747991811.609,296257957104.457,351871892648.256,416599660523.229,458877283943.667,512355415115.889,590215248762.983,674378689508.55,521721889649.53,571216367943.959,677235289283.567,630559252042.642,638989807865.697,637037852985.547,554025732421.192,556913021784.515,611248754329.556,674034387772.446
France,FRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.77750511008585,4.14582847850362,6.27729974196045,5.94987999496411,0.39460544485874,8.15891466251402,8.85431557807281,4.26808779801264,13.0392450903482,8.81254070367294,5.11192149949309,12.8855442061582,3.0723970935544,1.99725411582506,-0.958891770932496,5.35805064172456,3.97561973532305,5.99773357712967,2.79118994265615,0.440686647517353,-10.8980424089011,8.69517339659956,6.36388972363639,2.84213554445077,2.14071169213793,3.27242102821008,4.64591920404835,1.7758626021845,4.38589250207069,4.52698517290303
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.4,9.3,9.2,9.2,9.2,9.1,9.1,9.1,9.1,9.1,9.1,8.9,8.8,8.8,9.1,8.3,8.5,8.3,8.3,8.5,8.5,8.5,8.4,8.7,8.7,8.4,8.9,8.9,9.1,9.1
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3929500579834,17.6630706787109,17.4036998748779,18.0016708374023,..
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6694898605347,17.1442699432373,16.8529891967773,17.5311908721924,..
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.0995373655407,21.4329214115065,24.0914869416335,26.2948277913036,25.0896226972951,26.6626605557059,27.1559979226953,27.4407037954667,28.1846092902506,27.9094627128882,25.9970054154372,25.9170336616783
France,FRA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,..,51.7123310065197,52.6150930572253,52.9774421385228,52.7105857912869,53.3935336428429,53.5840017971124,43.7308864399867,44.7343279963392,45.2125008890976,44.992953648895,45.3610694801199,45.3409297741471,44.7657512261672,45.1586742020932,43.8802247512748,44.481618754747,44.5940772587323,45.6687458902028,45.8784878272076,44.6590227492075,45.4471658618367,45.4066029143735,46.1403519163967,46.5776894701547,47.0351491070778,47.9755397639783,49.8948681430355,48.3767091844485,50.2027732804432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/28/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
